symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
STARD4	134429	1.2431e+00	8.2426e-01	6.9854e-11	1.9659e-02	9.8034e-01
STARD4	ENSG00000164211	1.2431e+00	8.2426e-01	6.9854e-11	1.9659e-02	9.8034e-01
STARD5	80765	6.8011e-01	8.4900e-01	6.1762e-05	7.2704e-01	2.7290e-01
STARD5	ENSG00000172345	6.8011e-01	8.4900e-01	6.1762e-05	7.2704e-01	2.7290e-01
STARD6	147323	6.3545e-01	9.9407e-01	2.6527e-04	7.9371e-01	2.0602e-01
STARD6	ENSG00000174448	6.3545e-01	9.9407e-01	2.6527e-04	7.9371e-01	2.0602e-01
STARD7	56910	2.1178e-01	8.1686e-01	4.7179e-01	5.2802e-01	1.9858e-04
STARD7	ENSG00000084090	2.1178e-01	8.1686e-01	4.7179e-01	5.2802e-01	1.9858e-04
STARD8	9754	2.8675e-01	9.5090e-01	2.4522e-02	9.7546e-01	2.0968e-05
STARD8	ENSG00000130052	2.8675e-01	9.5090e-01	2.4522e-02	9.7546e-01	2.0968e-05
STARD9	57519	5.3073e-01	8.5632e-01	1.0336e-38	1.0000e+00	9.5942e-11
STARD9	ENSG00000159433	5.3073e-01	8.5632e-01	1.0336e-38	1.0000e+00	9.5942e-11
STAT1	6772	8.1756e-02	2.8082e-01	9.9999e-01	1.4782e-05	5.4877e-16
STAT1	ENSG00000115415	8.1756e-02	2.8082e-01	9.9999e-01	1.4782e-05	5.4877e-16
STAT2	6773	1.9299e-01	6.5753e-01	9.3065e-01	6.9353e-02	7.4056e-12
STAT2	ENSG00000170581	1.9299e-01	6.5753e-01	9.3065e-01	6.9353e-02	7.4056e-12
STAT3	6774	1.9945e-02	3.1301e-01	1.0000e+00	6.6739e-08	1.2829e-19
STAT3	ENSG00000168610	1.9945e-02	3.1301e-01	1.0000e+00	6.6739e-08	1.2829e-19
STAT4	6775	2.0484e-01	6.0894e-01	7.6620e-01	2.3380e-01	9.3382e-10
STAT4	ENSG00000138378	2.0484e-01	6.0894e-01	7.6620e-01	2.3380e-01	9.3382e-10
STAT5A	6776	8.8160e-02	6.2009e-01	9.9994e-01	5.5856e-05	1.3986e-14
STAT5A	ENSG00000126561	8.8160e-02	6.2009e-01	9.9994e-01	5.5856e-05	1.3986e-14
STAT5B	6777	1.0466e-01	4.7041e-01	9.9988e-01	1.1835e-04	1.7627e-14
STAT5B	ENSG00000173757	1.0466e-01	4.7041e-01	9.9988e-01	1.1835e-04	1.7627e-14
STAT6	6778	1.6417e-01	6.9172e-01	9.8849e-01	1.1514e-02	1.0331e-11
STAT6	ENSG00000166888	1.6417e-01	6.9172e-01	9.8849e-01	1.1514e-02	1.0331e-11
STATH	6779	1.0442e+00	1.1497e+00	7.9792e-05	3.2935e-01	6.7057e-01
STATH	ENSG00000126549	1.0442e+00	1.1497e+00	7.9792e-05	3.2935e-01	6.7057e-01
STAU1	6780	3.5339e-02	6.9756e-01	9.9976e-01	2.3536e-04	5.6118e-11
STAU1	ENSG00000124214	3.5339e-02	6.9756e-01	9.9976e-01	2.3536e-04	5.6118e-11
STAU2	27067	1.3917e-01	7.6832e-01	9.7269e-01	2.7311e-02	5.1705e-08
STAU2	ENSG00000040341	1.3917e-01	7.6832e-01	9.7269e-01	2.7311e-02	5.1705e-08
STC1	6781	2.6877e-01	6.0821e-01	2.0364e-01	7.8767e-01	8.6865e-03
STC1	ENSG00000159167	2.6877e-01	6.0821e-01	2.0364e-01	7.8767e-01	8.6865e-03
STC2	8614	2.4832e-01	7.5320e-01	2.6588e-01	7.2921e-01	4.9085e-03
STC2	ENSG00000113739	2.4832e-01	7.5320e-01	2.6588e-01	7.2921e-01	4.9085e-03
STEAP1	26872	7.0477e-01	9.7420e-01	5.2700e-06	6.7757e-01	3.2242e-01
STEAP1	ENSG00000164647	7.0477e-01	9.7420e-01	5.2700e-06	6.7757e-01	3.2242e-01
STEAP1B	256227	7.3212e-01	9.0777e-01	1.2368e-05	6.2117e-01	3.7882e-01
STEAP1B	ENSG00000105889	7.3212e-01	9.0777e-01	1.2368e-05	6.2117e-01	3.7882e-01
STEAP2	261729	6.1865e-01	8.6775e-01	2.2453e-07	8.9983e-01	1.0017e-01
STEAP2	ENSG00000157214	6.1865e-01	8.6775e-01	2.2453e-07	8.9983e-01	1.0017e-01
STEAP3	55240	8.5987e-01	1.0352e+00	5.3195e-09	2.2903e-01	7.7097e-01
STEAP3	ENSG00000115107	8.5987e-01	1.0352e+00	5.3195e-09	2.2903e-01	7.7097e-01
STEAP4	79689	6.5944e-01	8.4844e-01	1.1959e-07	8.0901e-01	1.9099e-01
STEAP4	ENSG00000127954	6.5944e-01	8.4844e-01	1.1959e-07	8.0901e-01	1.9099e-01
STH	246744	NA	9.5049e-01	NA	NA	NA
STH	ENSG00000256762	NA	9.5049e-01	NA	NA	NA
STIL	6491	2.3634e-01	8.7758e-01	2.0105e-01	7.9895e-01	5.2084e-09
STIL	ENSG00000123473	2.3634e-01	8.7758e-01	2.0105e-01	7.9895e-01	5.2084e-09
STIM1	6786	1.9158e-01	7.0121e-01	7.7534e-01	2.2466e-01	4.9698e-07
STIM1	ENSG00000167323	1.9158e-01	7.0121e-01	7.7534e-01	2.2466e-01	4.9698e-07
STIM2	57620	1.4829e-01	8.2254e-01	9.9060e-01	9.3970e-03	1.5335e-10
STIM2	ENSG00000109689	1.4829e-01	8.2254e-01	9.9060e-01	9.3970e-03	1.5335e-10
STIP1	10963	7.7714e-02	6.9782e-01	9.9987e-01	1.3499e-04	5.9309e-13
STIP1	ENSG00000168439	7.7714e-02	6.9782e-01	9.9987e-01	1.3499e-04	5.9309e-13
STK10	6793	5.8806e-01	8.3055e-01	1.2774e-14	9.9484e-01	5.1641e-03
STK10	ENSG00000072786	5.8806e-01	8.3055e-01	1.2774e-14	9.9484e-01	5.1641e-03
STK11	6794	5.1631e-02	7.3043e-01	9.9340e-01	6.5964e-03	1.9016e-07
STK11	ENSG00000118046	5.1631e-02	7.3043e-01	9.9340e-01	6.5964e-03	1.9016e-07
STK11IP	114790	6.5866e-01	9.4340e-01	8.5980e-20	9.3302e-01	6.6981e-02
STK11IP	ENSG00000144589	6.5866e-01	9.4340e-01	8.5980e-20	9.3302e-01	6.6981e-02
STK16	8576	5.2411e-01	7.8903e-01	1.1820e-04	9.5737e-01	4.2508e-02
STK16	ENSG00000115661	5.2411e-01	7.8903e-01	1.1820e-04	9.5737e-01	4.2508e-02
STK17A	9263	3.0702e-01	9.0774e-01	4.0434e-02	9.5838e-01	1.1824e-03
STK17A	ENSG00000164543	3.0702e-01	9.0774e-01	4.0434e-02	9.5838e-01	1.1824e-03
STK17B	9262	3.6205e-01	6.6976e-01	1.3619e-02	9.8042e-01	5.9616e-03
STK17B	ENSG00000081320	3.6205e-01	6.6976e-01	1.3619e-02	9.8042e-01	5.9616e-03
STK19	8859	7.6704e-01	9.5471e-01	6.7428e-09	4.4385e-01	5.5615e-01
STK19	ENSG00000204344	7.6704e-01	9.5471e-01	6.7428e-09	4.4385e-01	5.5615e-01
STK24	8428	3.2169e-01	6.4734e-01	1.1293e-02	9.8838e-01	3.2577e-04
STK24	ENSG00000102572	3.2169e-01	6.4734e-01	1.1293e-02	9.8838e-01	3.2577e-04
STK25	10494	2.8400e-01	6.2115e-01	5.1875e-02	9.4796e-01	1.6289e-04
STK25	ENSG00000115694	2.8400e-01	6.2115e-01	5.1875e-02	9.4796e-01	1.6289e-04
STK3	6788	5.5685e-01	7.2811e-01	6.2043e-07	9.7191e-01	2.8085e-02
STK3	ENSG00000104375	5.5685e-01	7.2811e-01	6.2043e-07	9.7191e-01	2.8085e-02
STK31	56164	2.7629e-01	9.6716e-01	6.6160e-03	9.9338e-01	9.8696e-09
STK31	ENSG00000196335	2.7629e-01	9.6716e-01	6.6160e-03	9.9338e-01	9.8696e-09
STK32A	202374	6.2665e-01	8.8820e-01	1.9819e-07	8.8494e-01	1.1506e-01
STK32A	ENSG00000169302	6.2665e-01	8.8820e-01	1.9819e-07	8.8494e-01	1.1506e-01
STK32B	55351	6.4818e-01	1.1778e+00	4.9116e-08	8.4556e-01	1.5444e-01
STK32B	ENSG00000152953	6.4818e-01	1.1778e+00	4.9116e-08	8.4556e-01	1.5444e-01
STK32C	282974	2.4622e-01	6.4435e-01	2.0408e-01	7.9585e-01	7.3571e-05
STK32C	ENSG00000165752	2.4622e-01	6.4435e-01	2.0408e-01	7.9585e-01	7.3571e-05
STK33	65975	5.4028e-01	9.1361e-01	2.1656e-06	9.7666e-01	2.3337e-02
STK33	ENSG00000130413	5.4028e-01	9.1361e-01	2.1656e-06	9.7666e-01	2.3337e-02
STK35	140901	2.0579e-01	6.1109e-01	4.8076e-01	5.1833e-01	9.1304e-04
STK35	ENSG00000125834	2.0579e-01	6.1109e-01	4.8076e-01	5.1833e-01	9.1304e-04
STK36	27148	6.7016e-01	8.8309e-01	7.1492e-22	9.0019e-01	9.9806e-02
STK36	ENSG00000163482	6.7016e-01	8.8309e-01	7.1492e-22	9.0019e-01	9.9806e-02
STK38	11329	3.7781e-01	6.2698e-01	7.6687e-04	9.9858e-01	6.5031e-04
STK38	ENSG00000112079	3.7781e-01	6.2698e-01	7.6687e-04	9.9858e-01	6.5031e-04
STK38L	23012	1.5218e-01	4.7346e-01	9.3427e-01	6.5729e-02	4.6529e-07
STK38L	ENSG00000211455	1.5218e-01	4.7346e-01	9.3427e-01	6.5729e-02	4.6529e-07
STK39	27347	8.8981e-02	6.3311e-01	9.9916e-01	8.3922e-04	5.0884e-11
STK39	ENSG00000198648	8.8981e-02	6.3311e-01	9.9916e-01	8.3922e-04	5.0884e-11
STK4	6789	3.0028e-01	7.4576e-01	1.4598e-02	9.8536e-01	4.5257e-05
STK4	ENSG00000101109	3.0028e-01	7.4576e-01	1.4598e-02	9.8536e-01	4.5257e-05
STK40	83931	4.7901e-02	7.5742e-01	9.9624e-01	3.7631e-03	4.8260e-08
STK40	ENSG00000196182	4.7901e-02	7.5742e-01	9.9624e-01	3.7631e-03	4.8260e-08
STMN1	3925	3.6537e-01	5.2507e-01	7.5244e-02	8.7755e-01	4.7205e-02
STMN1	ENSG00000117632	3.6537e-01	5.2507e-01	7.5244e-02	8.7755e-01	4.7205e-02
STMN2	11075	0.0000e+00	5.1725e-01	9.7687e-01	2.3112e-02	2.0411e-05
STMN2	ENSG00000104435	0.0000e+00	5.1725e-01	9.7687e-01	2.3112e-02	2.0411e-05
STMN3	50861	3.5267e-01	6.2885e-01	8.3885e-02	8.7591e-01	4.0200e-02
STMN3	ENSG00000197457	3.5267e-01	6.2885e-01	8.3885e-02	8.7591e-01	4.0200e-02
STMN4	81551	3.0652e-01	6.5012e-01	9.0756e-02	9.0145e-01	7.7915e-03
STMN4	ENSG00000015592	3.0652e-01	6.5012e-01	9.0756e-02	9.0145e-01	7.7915e-03
STMND1	401236	7.6322e-01	8.0429e-01	9.8701e-05	5.8861e-01	4.1129e-01
STMND1	ENSG00000230873	7.6322e-01	8.0429e-01	9.8701e-05	5.8861e-01	4.1129e-01
STOM	2040	6.5383e-01	6.3684e-01	2.7047e-05	7.8329e-01	2.1669e-01
STOM	ENSG00000148175	6.5383e-01	6.3684e-01	2.7047e-05	7.8329e-01	2.1669e-01
STOML1	9399	1.0369e+00	7.3764e-01	2.4189e-11	3.8753e-02	9.6125e-01
STOML1	ENSG00000067221	1.0369e+00	7.3764e-01	2.4189e-11	3.8753e-02	9.6125e-01
STOML2	30968	3.8597e-01	7.0061e-01	2.4144e-03	9.9456e-01	3.0303e-03
STOML2	ENSG00000165283	3.8597e-01	7.0061e-01	2.4144e-03	9.9456e-01	3.0303e-03
STOML3	161003	1.1991e+00	1.0801e+00	2.5754e-14	4.9745e-03	9.9503e-01
STOML3	ENSG00000133115	1.1991e+00	1.0801e+00	2.5754e-14	4.9745e-03	9.9503e-01
STON1	11037	7.7115e-01	1.3736e+00	1.4867e-11	3.4304e-01	6.5696e-01
STON1	ENSG00000243244	7.7115e-01	1.3736e+00	1.4867e-11	3.4304e-01	6.5696e-01
STON1-GTF2A1L	286749	8.3495e-01	1.3237e+00	1.5167e-22	1.8022e-02	9.8198e-01
STON1-GTF2A1L	ENSG00000068781	8.3495e-01	1.3237e+00	1.5167e-22	1.8022e-02	9.8198e-01
STON2	85439	4.1082e-01	9.6842e-01	1.6537e-04	9.9864e-01	1.1910e-03
STON2	ENSG00000140022	4.1082e-01	9.6842e-01	1.6537e-04	9.9864e-01	1.1910e-03
STOX1	219736	8.2014e-01	9.5589e-01	1.4404e-16	8.2875e-02	9.1713e-01
STOX1	ENSG00000165730	8.2014e-01	9.5589e-01	1.4404e-16	8.2875e-02	9.1713e-01
STOX2	56977	2.1554e-01	8.3762e-01	4.8409e-01	5.1590e-01	7.4045e-06
STOX2	ENSG00000173320	2.1554e-01	8.3762e-01	4.8409e-01	5.1590e-01	7.4045e-06
STPG1	90529	8.6960e-01	9.4941e-01	1.2043e-09	1.8784e-01	8.1216e-01
STPG1	ENSG00000001460	8.6960e-01	9.4941e-01	1.2043e-09	1.8784e-01	8.1216e-01
STPG2	285555	1.0456e+00	1.0914e+00	9.3325e-17	4.8126e-03	9.9519e-01
STPG2	ENSG00000163116	1.0456e+00	1.0914e+00	9.3325e-17	4.8126e-03	9.9519e-01
STRA13	201254	3.9016e-01	9.6558e-01	1.1069e-01	7.8663e-01	1.0269e-01
STRA13	ENSG00000169689	3.9016e-01	9.6558e-01	1.1069e-01	7.8663e-01	1.0269e-01
STRA6	64220	5.7712e-01	9.1441e-01	1.5068e-10	9.8730e-01	1.2701e-02
STRA6	ENSG00000137868	5.7712e-01	9.1441e-01	1.5068e-10	9.8730e-01	1.2701e-02
STRA8	346673	4.6821e-01	7.4126e-01	6.0861e-04	9.7833e-01	2.1057e-02
STRA8	ENSG00000146857	4.6821e-01	7.4126e-01	6.0861e-04	9.7833e-01	2.1057e-02
STRADA	92335	5.0062e-01	7.3865e-01	4.4847e-06	9.9148e-01	8.5121e-03
STRADA	ENSG00000266173	5.0062e-01	7.3865e-01	4.4847e-06	9.9148e-01	8.5121e-03
STRADB	55437	3.9461e-01	7.0644e-01	1.0128e-03	9.9684e-01	2.1464e-03
STRADB	ENSG00000082146	3.9461e-01	7.0644e-01	1.0128e-03	9.9684e-01	2.1464e-03
STRAP	11171	1.4495e-01	5.7130e-01	9.0143e-01	9.8565e-02	6.4948e-06
STRAP	ENSG00000023734	1.4495e-01	5.7130e-01	9.0143e-01	9.8565e-02	6.4948e-06
STRBP	55342	8.4308e-02	4.8590e-01	9.9958e-01	4.1738e-04	9.2774e-12
STRBP	ENSG00000165209	8.4308e-02	4.8590e-01	9.9958e-01	4.1738e-04	9.2774e-12
STRC	161497	6.5086e-01	8.3161e-01	1.7748e-15	9.2619e-01	7.3810e-02
STRC	ENSG00000242866	6.5086e-01	8.3161e-01	1.7748e-15	9.2619e-01	7.3810e-02
STRIP1	85369	3.6692e-01	6.9345e-01	1.2538e-05	9.9998e-01	3.3293e-06
STRIP1	ENSG00000143093	3.6692e-01	6.9345e-01	1.2538e-05	9.9998e-01	3.3293e-06
STRIP2	57464	6.5340e-01	8.2734e-01	1.6433e-15	9.1909e-01	8.0905e-02
STRIP2	ENSG00000128578	6.5340e-01	8.2734e-01	1.6433e-15	9.1909e-01	8.0905e-02
STRN	6801	2.0923e-01	9.0296e-01	6.6061e-01	3.3939e-01	1.4155e-08
STRN	ENSG00000115808	2.0923e-01	9.0296e-01	6.6061e-01	3.3939e-01	1.4155e-08
STRN3	29966	1.9488e-01	8.7031e-01	8.2925e-01	1.7075e-01	9.4694e-09
STRN3	ENSG00000196792	1.9488e-01	8.7031e-01	8.2925e-01	1.7075e-01	9.4694e-09
STRN4	29888	1.2216e-01	7.0224e-01	9.9376e-01	6.2423e-03	1.3766e-09
STRN4	ENSG00000090372	1.2216e-01	7.0224e-01	9.9376e-01	6.2423e-03	1.3766e-09
STS	412	1.4055e-01	8.0320e-01	8.0886e-01	1.9095e-01	1.8775e-04
STS	ENSG00000101846	1.4055e-01	8.0320e-01	8.0886e-01	1.9095e-01	1.8775e-04
STT3A	3703	3.0718e-01	4.9792e-01	2.0450e-03	9.9795e-01	1.3156e-06
STT3A	ENSG00000134910	3.0718e-01	4.9792e-01	2.0450e-03	9.9795e-01	1.3156e-06
STT3B	201595	1.1918e-01	4.8561e-01	9.9896e-01	1.0426e-03	3.5357e-12
STT3B	ENSG00000163527	1.1918e-01	4.8561e-01	9.9896e-01	1.0426e-03	3.5357e-12
STUB1	10273	3.4437e-01	7.6107e-01	1.8667e-02	9.7757e-01	3.7644e-03
STUB1	ENSG00000103266	3.4437e-01	7.6107e-01	1.8667e-02	9.7757e-01	3.7644e-03
STX10	8677	9.6025e-01	1.0016e+00	1.3079e-09	1.0643e-01	8.9357e-01
STX10	ENSG00000104915	9.6025e-01	1.0016e+00	1.3079e-09	1.0643e-01	8.9357e-01
STX11	8676	7.0235e-01	1.0257e+00	4.7412e-04	6.8766e-01	3.1187e-01
STX11	ENSG00000135604	7.0235e-01	1.0257e+00	4.7412e-04	6.8766e-01	3.1187e-01
STX12	23673	1.0743e-01	7.8153e-01	9.5624e-01	4.3755e-02	4.0792e-06
STX12	ENSG00000117758	1.0743e-01	7.8153e-01	9.5624e-01	4.3755e-02	4.0792e-06
STX16	8675	2.1049e-01	8.0942e-01	4.8261e-01	5.1720e-01	1.8276e-04
STX16	ENSG00000124222	2.1049e-01	8.0942e-01	4.8261e-01	5.1720e-01	1.8276e-04
STX17	55014	5.4164e-01	8.6656e-01	9.4629e-05	9.4345e-01	5.6453e-02
STX17	ENSG00000136874	5.4164e-01	8.6656e-01	9.4629e-05	9.4345e-01	5.6453e-02
STX18	53407	6.1211e-01	8.5542e-01	2.4881e-07	9.1094e-01	8.9064e-02
STX18	ENSG00000168818	6.1211e-01	8.5542e-01	2.4881e-07	9.1094e-01	8.9064e-02
STX19	415117	1.0174e+00	1.1090e+00	2.5612e-07	1.6817e-01	8.3183e-01
STX19	ENSG00000178750	1.0174e+00	1.1090e+00	2.5612e-07	1.6817e-01	8.3183e-01
STX1A	6804	6.1846e-02	5.1204e-01	9.7850e-01	2.1496e-02	3.4534e-06
STX1A	ENSG00000106089	6.1846e-02	5.1204e-01	9.7850e-01	2.1496e-02	3.4534e-06
STX1B	112755	5.6564e-02	3.8055e-01	9.8766e-01	1.2335e-02	8.8079e-07
STX1B	ENSG00000099365	5.6564e-02	3.8055e-01	9.8766e-01	1.2335e-02	8.8079e-07
STX2	2054	6.9472e-01	9.7623e-01	2.1087e-07	7.0303e-01	2.9697e-01
STX2	ENSG00000111450	6.9472e-01	9.7623e-01	2.1087e-07	7.0303e-01	2.9697e-01
STX3	6809	3.0610e-01	1.0021e+00	4.1297e-02	9.5756e-01	1.1446e-03
STX3	ENSG00000166900	3.0610e-01	1.0021e+00	4.1297e-02	9.5756e-01	1.1446e-03
STX4	6810	7.2817e-01	7.6525e-01	1.3021e-07	5.9872e-01	4.0128e-01
STX4	ENSG00000103496	7.2817e-01	7.6525e-01	1.3021e-07	5.9872e-01	4.0128e-01
STX5	6811	1.5566e-01	9.2155e-01	8.4297e-01	1.5701e-01	2.2229e-05
STX5	ENSG00000162236	1.5566e-01	9.2155e-01	8.4297e-01	1.5701e-01	2.2229e-05
STX6	10228	3.7938e-01	8.9805e-01	1.0265e-02	9.8078e-01	8.9548e-03
STX6	ENSG00000135823	3.7938e-01	8.9805e-01	1.0265e-02	9.8078e-01	8.9548e-03
STX7	8417	6.1797e-01	8.0480e-01	5.0273e-06	8.7122e-01	1.2878e-01
STX7	ENSG00000079950	6.1797e-01	8.0480e-01	5.0273e-06	8.7122e-01	1.2878e-01
STX8	9482	8.0067e-01	1.1339e+00	1.3184e-08	3.6186e-01	6.3814e-01
STX8	ENSG00000170310	8.0067e-01	1.1339e+00	1.3184e-08	3.6186e-01	6.3814e-01
STXBP1	6812	0.0000e+00	3.6068e-01	1.0000e+00	4.1897e-06	1.5180e-14
STXBP1	ENSG00000136854	0.0000e+00	3.6068e-01	1.0000e+00	4.1897e-06	1.5180e-14
STXBP2	6813	5.6139e-01	9.2963e-01	3.0444e-08	9.8191e-01	1.8087e-02
STXBP2	ENSG00000076944	5.6139e-01	9.2963e-01	3.0444e-08	9.8191e-01	1.8087e-02
STXBP3	6814	3.7955e-01	7.1449e-01	5.1597e-05	9.9990e-01	5.2699e-05
STXBP3	ENSG00000116266	3.7955e-01	7.1449e-01	5.1597e-05	9.9990e-01	5.2699e-05
STXBP4	252983	7.8056e-01	8.7518e-01	2.5154e-14	2.2650e-01	7.7350e-01
STXBP4	ENSG00000166263	7.8056e-01	8.7518e-01	2.5154e-14	2.2650e-01	7.7350e-01
STXBP5	134957	1.5083e-01	6.5806e-01	9.9956e-01	4.4140e-04	1.4766e-16
STXBP5	ENSG00000164506	1.5083e-01	6.5806e-01	9.9956e-01	4.4140e-04	1.4766e-16
STXBP5L	9515	1.5406e-01	8.0871e-01	9.9926e-01	7.4229e-04	5.2400e-16
STXBP5L	ENSG00000145087	1.5406e-01	8.0871e-01	9.9926e-01	7.4229e-04	5.2400e-16
STXBP6	29091	6.5351e-01	8.1379e-01	7.8743e-05	7.7497e-01	2.2495e-01
STXBP6	ENSG00000168952	6.5351e-01	8.1379e-01	7.8743e-05	7.7497e-01	2.2495e-01
STYK1	55359	7.9959e-01	9.9448e-01	9.1009e-11	2.7922e-01	7.2078e-01
STYK1	ENSG00000060140	7.9959e-01	9.9448e-01	9.1009e-11	2.7922e-01	7.2078e-01
STYX	6815	2.2406e-01	6.1642e-01	3.7747e-01	6.2212e-01	4.0784e-04
STYX	ENSG00000198252	2.2406e-01	6.1642e-01	3.7747e-01	6.2212e-01	4.0784e-04
STYXL1	51657	8.9070e-01	8.7504e-01	1.3247e-08	2.0599e-01	7.9401e-01
STYXL1	ENSG00000127952	8.9070e-01	8.7504e-01	1.3247e-08	2.0599e-01	7.9401e-01
SUB1	10923	0.0000e+00	5.1093e-01	8.9245e-01	1.0659e-01	9.6238e-04
SUB1	ENSG00000113387	0.0000e+00	5.1093e-01	8.9245e-01	1.0659e-01	9.6238e-04
SUCLA2	8803	3.5919e-01	8.1878e-01	2.3488e-03	9.9701e-01	6.4176e-04
SUCLA2	ENSG00000136143	3.5919e-01	8.1878e-01	2.3488e-03	9.9701e-01	6.4176e-04
SUCLG1	8802	4.8533e-01	1.0443e+00	4.8193e-04	9.7064e-01	2.8878e-02
SUCLG1	ENSG00000163541	4.8533e-01	1.0443e+00	4.8193e-04	9.7064e-01	2.8878e-02
SUCLG2	8801	1.0316e+00	1.0918e+00	5.7163e-14	1.5272e-02	9.8473e-01
SUCLG2	ENSG00000172340	1.0316e+00	1.0918e+00	5.7163e-14	1.5272e-02	9.8473e-01
SUCNR1	56670	6.3272e-01	9.6726e-01	7.6877e-04	7.8448e-01	2.1475e-01
SUCNR1	ENSG00000198829	6.3272e-01	9.6726e-01	7.6877e-04	7.8448e-01	2.1475e-01
SUCO	51430	1.8689e-01	8.7902e-01	9.7455e-01	2.5452e-02	1.2204e-13
SUCO	ENSG00000094975	1.8689e-01	8.7902e-01	9.7455e-01	2.5452e-02	1.2204e-13
SUDS3	64426	3.5684e-01	5.7640e-01	4.5448e-03	9.9423e-01	1.2210e-03
SUDS3	ENSG00000111707	3.5684e-01	5.7640e-01	4.5448e-03	9.9423e-01	1.2210e-03
SUFU	51684	0.0000e+00	6.7820e-01	9.9992e-01	7.7016e-05	1.8246e-11
SUFU	ENSG00000107882	0.0000e+00	6.7820e-01	9.9992e-01	7.7016e-05	1.8246e-11
SUGP1	57794	1.1857e-01	8.2979e-01	9.9568e-01	4.3172e-03	5.5915e-10
SUGP1	ENSG00000105705	1.1857e-01	8.2979e-01	9.9568e-01	4.3172e-03	5.5915e-10
SUGP2	10147	7.3157e-02	9.2509e-01	9.9995e-01	5.4915e-05	6.6318e-14
SUGP2	ENSG00000064607	7.3157e-02	9.2509e-01	9.9995e-01	5.4915e-05	6.6318e-14
SUGT1	10910	2.1654e-01	7.8454e-01	4.5272e-01	5.4723e-01	4.6511e-05
SUGT1	ENSG00000165416	2.1654e-01	7.8454e-01	4.5272e-01	5.4723e-01	4.6511e-05
SULF1	23213	2.9954e-01	8.1219e-01	1.3751e-03	9.9862e-01	9.5386e-08
SULF1	ENSG00000137573	2.9954e-01	8.1219e-01	1.3751e-03	9.9862e-01	9.5386e-08
SULF2	55959	2.7814e-01	7.9458e-01	1.0585e-02	9.8941e-01	1.2157e-07
SULF2	ENSG00000196562	2.7814e-01	7.9458e-01	1.0585e-02	9.8941e-01	1.2157e-07
SULT1A1	6817	1.0200e+00	1.2534e+00	3.0390e-11	4.4230e-02	9.5577e-01
SULT1A1	ENSG00000196502	1.0200e+00	1.2534e+00	3.0390e-11	4.4230e-02	9.5577e-01
SULT1A2	6799	1.0623e+00	1.1778e+00	3.6786e-12	2.4753e-02	9.7525e-01
SULT1A2	ENSG00000197165	1.0623e+00	1.1778e+00	3.6786e-12	2.4753e-02	9.7525e-01
SULT1A3	6818	0.0000e+00	4.2498e-01	3.6251e-01	4.9195e-01	1.4555e-01
SULT1A3	ENSG00000261052	0.0000e+00	4.2498e-01	3.6251e-01	4.9195e-01	1.4555e-01
SULT1A4	445329	0.0000e+00	2.3232e-01	3.8477e-01	4.8571e-01	1.2952e-01
SULT1A4	ENSG00000213648	0.0000e+00	2.3232e-01	3.8477e-01	4.8571e-01	1.2952e-01
SULT1B1	27284	8.2459e-01	1.1002e+00	3.2594e-08	3.2719e-01	6.7281e-01
SULT1B1	ENSG00000173597	8.2459e-01	1.1002e+00	3.2594e-08	3.2719e-01	6.7281e-01
SULT1C2	6819	8.7949e-01	1.0391e+00	2.6460e-10	1.5088e-01	8.4912e-01
SULT1C2	ENSG00000198203	8.7949e-01	1.0391e+00	2.6460e-10	1.5088e-01	8.4912e-01
SULT1C3	442038	1.5395e+00	9.5522e-01	4.4266e-18	2.1530e-04	9.9978e-01
SULT1C3	ENSG00000196228	1.5395e+00	9.5522e-01	4.4266e-18	2.1530e-04	9.9978e-01
SULT1C4	27233	7.1014e-01	9.4524e-01	4.9677e-06	6.6486e-01	3.3514e-01
SULT1C4	ENSG00000198075	7.1014e-01	9.4524e-01	4.9677e-06	6.6486e-01	3.3514e-01
SULT1E1	6783	7.8390e-01	9.7242e-01	1.9701e-07	4.5105e-01	5.4895e-01
SULT1E1	ENSG00000109193	7.8390e-01	9.7242e-01	1.9701e-07	4.5105e-01	5.4895e-01
SULT2A1	6822	1.3177e+00	8.9763e-01	1.2523e-15	1.6150e-03	9.9838e-01
SULT2A1	ENSG00000105398	1.3177e+00	8.9763e-01	1.2523e-15	1.6150e-03	9.9838e-01
SULT2B1	6820	2.1289e-01	7.9569e-01	4.3553e-01	5.6319e-01	1.2880e-03
SULT2B1	ENSG00000088002	2.1289e-01	7.9569e-01	4.3553e-01	5.6319e-01	1.2880e-03
SULT4A1	25830	6.7205e-02	4.2982e-01	9.6563e-01	3.4359e-02	1.1032e-05
SULT4A1	ENSG00000130540	6.7205e-02	4.2982e-01	9.6563e-01	3.4359e-02	1.1032e-05
SULT6B1	391365	1.6974e+00	1.1682e+00	3.0560e-20	4.2564e-05	9.9996e-01
SULT6B1	ENSG00000138068	1.6974e+00	1.1682e+00	3.0560e-20	4.2564e-05	9.9996e-01
SUMF1	285362	6.9493e-01	1.0957e+00	2.2828e-08	7.0352e-01	2.9648e-01
SUMF1	ENSG00000144455	6.9493e-01	1.0957e+00	2.2828e-08	7.0352e-01	2.9648e-01
SUMF2	25870	8.1859e-01	1.1043e+00	9.9738e-09	3.1587e-01	6.8413e-01
