merged_symbol	merged_geneid	mimnumber	gsymbols	gname	gphenotypes
RSPH1	ENSG00000160188	609314	RSPH1,_TSGA2,_TSA2,_CILD24	Radial_spoke_head_1,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_24,_615481_(3),_Autosomal_recessive
RSPH3	83861	615876	RSPH3,_RSHL2,_RSP3,_CILD32	Radial_spoke_head_3,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_32,_616481_(3),_Autosomal_recessive
RSPH3	ENSG00000130363	615876	RSPH3,_RSHL2,_RSP3,_CILD32	Radial_spoke_head_3,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_32,_616481_(3),_Autosomal_recessive
RSPH4A	345895	612647	RSPH4A,_CILD11	Radial_spoke_head_4,_Chlamydomonas,_homolog_of,_A	Ciliary_dyskinesia,_primary,_11,_612649_(3)
RSPH4A	ENSG00000111834	612647	RSPH4A,_CILD11	Radial_spoke_head_4,_Chlamydomonas,_homolog_of,_A	Ciliary_dyskinesia,_primary,_11,_612649_(3)
RSPH6A	81492	607548	RSHL1	Radial_spokehead-like_1	
RSPH6A	ENSG00000104941	607548	RSHL1	Radial_spokehead-like_1	
RSPH9	221421	612648	RSPH9,_CILD12	Radial_spoke_head_9,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_12,_612650_(3)
RSPH9	ENSG00000172426	612648	RSPH9,_CILD12	Radial_spoke_head_9,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_12,_612650_(3)
RSPO1	284654	609595	RSPO1,_FLJ40906	Roof_plate-specific_spondin,_mouse,_homolog_of,_1	Palmoplantar_hyperkeratosis_and_true_hermaphroditism,_610644_(3),_Autosomal_recessive,_Palmoplantar_hyperkeratosis_with_squamous_cell_carcinoma_of_skin_and_sex_reversal,_610644_(3),_Autosomal_recessive
RSPO1	ENSG00000169218	609595	RSPO1,_FLJ40906	Roof_plate-specific_spondin,_mouse,_homolog_of,_1	Palmoplantar_hyperkeratosis_and_true_hermaphroditism,_610644_(3),_Autosomal_recessive,_Palmoplantar_hyperkeratosis_with_squamous_cell_carcinoma_of_skin_and_sex_reversal,_610644_(3),_Autosomal_recessive
RSPO2	340419	610575	RSPO2,_CRISTIN2,_TETAMS2,_HHRRD	R-spondin_family,_member_2	?Humerofemoral_hypoplasia_with_radiotibial_ray_deficiency,_618022_(3),_Autosomal_recessive,_Tetraamelia_syndrome_2,_618021_(3),_Autosomal_recessive
RSPO2	ENSG00000147655	610575	RSPO2,_CRISTIN2,_TETAMS2,_HHRRD	R-spondin_family,_member_2	?Humerofemoral_hypoplasia_with_radiotibial_ray_deficiency,_618022_(3),_Autosomal_recessive,_Tetraamelia_syndrome_2,_618021_(3),_Autosomal_recessive
RSPO3	84870	610574	RSPO3,_PWTSR,_CRISTIN1	R-spondin_family_member_3	
RSPO3	ENSG00000146374	610574	RSPO3,_PWTSR,_CRISTIN1	R-spondin_family_member_3	
RSPO4	343637	610573	RSPO4,_CRISTIN4	R-spondin_family,_member_4	Anonychia_congenita,_206800_(3),_Autosomal_recessive
RSPO4	ENSG00000101282	610573	RSPO4,_CRISTIN4	R-spondin_family,_member_4	Anonychia_congenita,_206800_(3),_Autosomal_recessive
RSPRY1	89970	616585	RSPRY1,_KIAA1972,_SEMDFA	RING_finger-_and_SPRY_domain-containing_protein_11	Spondyloepimetaphyseal_dysplasia,_Faden-Alkuraya_type,_616723_(3),_Autosomal_recessive
RSPRY1	ENSG00000159579	616585	RSPRY1,_KIAA1972,_SEMDFA	RING_finger-_and_SPRY_domain-containing_protein_11	Spondyloepimetaphyseal_dysplasia,_Faden-Alkuraya_type,_616723_(3),_Autosomal_recessive
RSRC1	51319	613352	RSRC1,_SRRP53,_MRT70	Arginine/serine-rich_coiled-coil_protein_1	Intellectual_developmental_disorder,_autosomal_recessive_70,_618402_(3),_Autosomal_recessive
RSRC1	ENSG00000174891	613352	RSRC1,_SRRP53,_MRT70	Arginine/serine-rich_coiled-coil_protein_1	Intellectual_developmental_disorder,_autosomal_recessive_70,_618402_(3),_Autosomal_recessive
RSU1	6251	179555	RSU1	Ras_suppressor_protein_1	
RSU1	ENSG00000148484	179555	RSU1	Ras_suppressor_protein_1	
RTBDN	83546	609553	RTBDN	Retbindin	
RTBDN	ENSG00000132026	609553	RTBDN	Retbindin	
RTCA	8634	611286	RTCD1,_RPC	RNA_terminal_phosphate_cyclase_domain-containing_protein_1	
RTCA	ENSG00000137996	611286	RTCD1,_RPC	RNA_terminal_phosphate_cyclase_domain-containing_protein_1	
RTCB	51493	613901	RTCB,_C22orf28,_HSPC117	RNA_2-prime,_3-prime_cyclic_phosphate_and_5-prime-OH_ligase	
RTCB	ENSG00000100220	613901	RTCB,_C22orf28,_HSPC117	RNA_2-prime,_3-prime_cyclic_phosphate_and_5-prime-OH_ligase	
RTDR1	27156	605663	RSPH14,_RTDR1	Radial_spoke_head_14,_Chlamydomonas,_homolog_of	
RTDR1	ENSG00000100218	605663	RSPH14,_RTDR1	Radial_spoke_head_14,_Chlamydomonas,_homolog_of	
RTEL1	51750	608833	RTEL1,_C20orf41,_NHL,_KIAA1088,_DKCB5,_DKCA4,_PFBMFT3	Regulator_of_telomere_elongation_helicase_1	Dyskeratosis_congenita,_autosomal_dominant_4,_615190_(3),_Autosomal_recessive,_Autosomal_dominant,_Dyskeratosis_congenita,_autosomal_recessive_5,_615190_(3),_Autosomal_recessive,_Autosomal_dominant,_Pulmonary_fibrosis_and/or_bone_marrow_failure,_telomere-related,_3,_616373_(3),_Autosomal_dominant
RTEL1	ENSG00000258366	608833	RTEL1,_C20orf41,_NHL,_KIAA1088,_DKCB5,_DKCA4,_PFBMFT3	Regulator_of_telomere_elongation_helicase_1	Dyskeratosis_congenita,_autosomal_dominant_4,_615190_(3),_Autosomal_recessive,_Autosomal_dominant,_Dyskeratosis_congenita,_autosomal_recessive_5,_615190_(3),_Autosomal_recessive,_Autosomal_dominant,_Pulmonary_fibrosis_and/or_bone_marrow_failure,_telomere-related,_3,_616373_(3),_Autosomal_dominant
RTF1	23168	611633	RTF1,_KIAA0252	RTF1,_S._cerevisiae,_homolog_of	
RTF1	ENSG00000137815	611633	RTF1,_KIAA0252	RTF1,_S._cerevisiae,_homolog_of	
RTKN	6242	602288	RTKN	Rhotekin	
RTKN	ENSG00000114993	602288	RTKN	Rhotekin	
RTKN2	219790	618450	RTKN2	Rhotekin_2	
RTKN2	ENSG00000182010	618450	RTKN2	Rhotekin_2	
RTL1	388015	611896	RTL1,_PEG11	Retrotransposon-like_gene_1	
RTL1	ENSG00000254656	611896	RTL1,_PEG11	Retrotransposon-like_gene_1	
RTN1	6252	600865	RTN1,_NSP	Reticulon_1_(neuroendocrine-specific_protein)	
RTN1	ENSG00000139970	600865	RTN1,_NSP	Reticulon_1_(neuroendocrine-specific_protein)	
RTN2	6253	603183	RTN2,_NSPL1,_SPG12	Reticulon-2	Spastic_paraplegia_12,_autosomal_dominant,_604805_(3),_Autosomal_dominant
RTN2	ENSG00000125744	603183	RTN2,_NSPL1,_SPG12	Reticulon-2	Spastic_paraplegia_12,_autosomal_dominant,_604805_(3),_Autosomal_dominant
RTN3	10313	604249	RTN3,_NSPL2	Reticulon_3	
RTN3	ENSG00000133318	604249	RTN3,_NSPL2	Reticulon_3	
RTN4	57142	604475	RTN4,_NOGO	Neurite_outgrowth_inhibitor_(reticulon_4)	
RTN4	ENSG00000115310	604475	RTN4,_NOGO	Neurite_outgrowth_inhibitor_(reticulon_4)	
RTN4IP1	84816	610502	RTN4IP1,_NIMP,_OPA10	Reticulon_4-interacting_protein_1	Optic_atrophy_10_with_or_without_ataxia,_mental_retardation,_and_seizures,_616732_(3),_Autosomal_recessive
RTN4IP1	ENSG00000130347	610502	RTN4IP1,_NIMP,_OPA10	Reticulon_4-interacting_protein_1	Optic_atrophy_10_with_or_without_ataxia,_mental_retardation,_and_seizures,_616732_(3),_Autosomal_recessive
RTN4R	65078	605566	RTN4R,_NOGOR	NOGO_receptor_(reticulon_4_receptor)	{Schizophrenia,_susceptibility_to},_181500_(3),_Autosomal_dominant
RTN4R	ENSG00000040608	605566	RTN4R,_NOGOR	NOGO_receptor_(reticulon_4_receptor)	{Schizophrenia,_susceptibility_to},_181500_(3),_Autosomal_dominant
RTN4RL1	146760	610461	RTN4RL1,_NGRH2,_NGR3	Reticulon_4_receptor-like_1	
RTN4RL1	ENSG00000185924	610461	RTN4RL1,_NGRH2,_NGR3	Reticulon_4_receptor-like_1	
RTN4RL2	349667	610462	RTN4RL2,_NGRH1,_NGR2	Reticulon_4_receptor-like_2	
RTN4RL2	ENSG00000186907	610462	RTN4RL2,_NGRH1,_NGR2	Reticulon_4_receptor-like_2	
RTP1	132112	609137	RTP1	Receptor-transporting_protein_1	
RTP1	ENSG00000175077	609137	RTP1	Receptor-transporting_protein_1	
RTP2	344892	609138	RTP2	Receptor-transporting_protein_2	
RTP2	ENSG00000198471	609138	RTP2	Receptor-transporting_protein_2	
RTP3	83597	607181	RTP3,_TMEM7	Receptor-transporting_protein_3	
RTP3	ENSG00000163825	607181	RTP3,_TMEM7	Receptor-transporting_protein_3	
RTP4	64108	609350	RTP4	Receptor-transporting_protein_4	
RTP4	ENSG00000136514	609350	RTP4	Receptor-transporting_protein_4	
RTTN	25914	610436	RTTN,_MSSP	Rotatin	Microcephaly,_short_stature,_and_polymicrogyria_with_seizures,_614833_(3),_Autosomal_recessive
RTTN	ENSG00000176225	610436	RTTN,_MSSP	Rotatin	Microcephaly,_short_stature,_and_polymicrogyria_with_seizures,_614833_(3),_Autosomal_recessive
RUFY1	80230	610327	RUFY1	RUN_and_FYVE_domains-containing_protein_1	
RUFY1	ENSG00000176783	610327	RUFY1	RUN_and_FYVE_domains-containing_protein_1	
RUFY2	55680	610328	RUFY2,_KIAA1537	RUN_and_FYVE_domains-containing_protein_2	
RUFY2	ENSG00000204130	610328	RUFY2,_KIAA1537	RUN_and_FYVE_domains-containing_protein_2	
RUFY3	22902	611194	RUFY3,_SINGAR1,_RIPX	FUN_and_FYVE_domains-containing_protein_3	
RUFY3	ENSG00000018189	611194	RUFY3,_SINGAR1,_RIPX	FUN_and_FYVE_domains-containing_protein_3	
RUNDC3A	10900	605448	RUNDC3A,_RPIP8	RUN_domain_contain_3A	
RUNDC3A	ENSG00000108309	605448	RUNDC3A,_RPIP8	RUN_domain_contain_3A	
RUNDC3B	154661	617295	RUNDC3B,_RPIP9	RUN_domain-containing_protein_3B	
RUNDC3B	ENSG00000105784	617295	RUNDC3B,_RPIP9	RUN_domain-containing_protein_3B	
RUNX1	861	151385	RUNX1,_CBFA2,_AML1	Runt-related_transcription_factor_1_(aml1_oncogene)	Leukemia,_acute_myeloid,_601626_(3),_Autosomal_dominant,_Somatic_mutation,_Platelet_disorder,_familial,_with_associated_myeloid_malignancy,_601399_(3),_Autosomal_dominant
RUNX1	ENSG00000159216	151385	RUNX1,_CBFA2,_AML1	Runt-related_transcription_factor_1_(aml1_oncogene)	Leukemia,_acute_myeloid,_601626_(3),_Autosomal_dominant,_Somatic_mutation,_Platelet_disorder,_familial,_with_associated_myeloid_malignancy,_601399_(3),_Autosomal_dominant
RUNX1T1	862	133435	RUNX1T1,_CBFA2T1,_AML1T1,_ETO	unt-related_transcription_factor_1,_translocated_to,_1,_cyclin_D-related	
RUNX1T1	ENSG00000079102	133435	RUNX1T1,_CBFA2T1,_AML1T1,_ETO	unt-related_transcription_factor_1,_translocated_to,_1,_cyclin_D-related	
RUNX2	860	600211	RUNX2,_CBFA1,_PEBP2A1,_AML3,_CCD,_CLCD	Runt-related_transcription_factor_2	Cleidocranial_dysplasia,_119600_(3),_Autosomal_dominant,_Cleidocranial_dysplasia,_forme_fruste,_dental_anomalies_only,_119600_(3),_Autosomal_dominant,_Cleidocranial_dysplasia,_forme_fruste,_with_brachydactyly,_119600_(3),_Autosomal_dominant,_Metaphyseal_dysplasia_with_maxillary_hypoplasia_with_or_without_brachydactyly,_156510_(3),_Autosomal_dominant
RUNX2	ENSG00000124813	600211	RUNX2,_CBFA1,_PEBP2A1,_AML3,_CCD,_CLCD	Runt-related_transcription_factor_2	Cleidocranial_dysplasia,_119600_(3),_Autosomal_dominant,_Cleidocranial_dysplasia,_forme_fruste,_dental_anomalies_only,_119600_(3),_Autosomal_dominant,_Cleidocranial_dysplasia,_forme_fruste,_with_brachydactyly,_119600_(3),_Autosomal_dominant,_Metaphyseal_dysplasia_with_maxillary_hypoplasia_with_or_without_brachydactyly,_156510_(3),_Autosomal_dominant
RUNX3	864	600210	RUNX3,_CBFA3,_PEBP2A3,_AML2	Runt-related_transcription_factor_3	
RUNX3	ENSG00000020633	600210	RUNX3,_CBFA3,_PEBP2A3,_AML2	Runt-related_transcription_factor_3	
RUSC1	23623	617318	RUSC1,_NESCA	RUN_domain-_and_SH3_domain-containing_protein_1	
RUSC1	ENSG00000160753	617318	RUSC1,_NESCA	RUN_domain-_and_SH3_domain-containing_protein_1	
RUSC2	9853	611053	RUSC2,_KIAA0375,_IPORIN,_MRT61	RUN_and_SH3_domain-containing_2	Mental_retardation,_autosomal_recessive_61,_617773_(3),_Autosomal_recessive
RUSC2	ENSG00000198853	611053	RUSC2,_KIAA0375,_IPORIN,_MRT61	RUN_and_SH3_domain-containing_2	Mental_retardation,_autosomal_recessive_61,_617773_(3),_Autosomal_recessive
RUVBL1	8607	603449	RUVBL1,_NMP238,_TIP49	RUVB,_E._coli,_homolog-like_1	
RUVBL1	ENSG00000175792	603449	RUVBL1,_NMP238,_TIP49	RUVB,_E._coli,_homolog-like_1	
RUVBL2	10856	604788	RUVBL2,_TIP48,_ECP51	RUVB,_E._coli,_homolog-like_2_(TATA_box-binding_protein-interacting_protein)	
RUVBL2	ENSG00000183207	604788	RUVBL2,_TIP48,_ECP51	RUVB,_E._coli,_homolog-like_2_(TATA_box-binding_protein-interacting_protein)	
RWDD2B	10069	617843	RWDD2B,_C21orf6	RWD_domain-containing_protein_2B	
RWDD2B	ENSG00000156253	617843	RWDD2B,_C21orf6	RWD_domain-containing_protein_2B	
RWDD3	25950	615875	RWDD3,_RSUME	RWD_domain-containing_protein_3	
RWDD3	ENSG00000122481	615875	RWDD3,_RSUME	RWD_domain-containing_protein_3	
RXFP1	59350	606654	RXFP1,_LGR7	Relaxin/insulin-like_family_peptide_receptor_1	
RXFP1	ENSG00000171509	606654	RXFP1,_LGR7	Relaxin/insulin-like_family_peptide_receptor_1	
RXFP2	122042	606655	LGR8,_GREAT	Leucine-rich_repeat-containing_G_protein-coupled_receptor_8	
RXFP2	ENSG00000133105	606655	LGR8,_GREAT	Leucine-rich_repeat-containing_G_protein-coupled_receptor_8	
RXFP3	51289	609445	RXFP3,_RLN3R1,_SALPR,_GPCR135	Relaxin/insulin-like_family_peptide_receptor_3	
RXFP3	ENSG00000182631	609445	RXFP3,_RLN3R1,_SALPR,_GPCR135	Relaxin/insulin-like_family_peptide_receptor_3	
RXFP4	339403	609043	RXFP4,_RLN3R2,_GPR100,_GPCR142	Relaxin/insulin-like_family_peptide_receptor_4	
RXFP4	ENSG00000173080	609043	RXFP4,_RLN3R2,_GPR100,_GPCR142	Relaxin/insulin-like_family_peptide_receptor_4	
RXRA	6256	180245	RXRA	Retinoid_X_receptor,_alpha	
RXRA	ENSG00000186350	180245	RXRA	Retinoid_X_receptor,_alpha	
RXRB	6257	180246	RXRB	Retinoid_X_receptor,_beta	
RXRB	ENSG00000204231	180246	RXRB	Retinoid_X_receptor,_beta	
RXRG	6258	180247	RXRG	Retinoid_X_receptor,_gamma	
RXRG	ENSG00000143171	180247	RXRG	Retinoid_X_receptor,_gamma	
RYBP	23429	607535	RYBP,_YEAF1	Ring1-_and_YY1-binding_protein	
RYBP	ENSG00000163602	607535	RYBP,_YEAF1	Ring1-_and_YY1-binding_protein	
RYK	6259	600524	RYK,_RYK1	RYK_receptor-like_tyrosine_kinase	
RYK	ENSG00000163785	600524	RYK,_RYK1	RYK_receptor-like_tyrosine_kinase	
RYR1	6261	180901	RYR1,_MHS,_CCO	Ryanodine_receptor-1,_skeletal	Central_core_disease,_117000_(3),_Autosomal_recessive,_Autosomal_dominant,_King-Denborough_syndrome,_145600_(3),_Autosomal_dominant,_{Malignant_hyperthermia_susceptibility_1},_145600_(3),_Autosomal_dominant,_Minicore_myopathy_with_external_ophthalmoplegia,_255320_(3),_Autosomal_recessive,_Neuromuscular_disease,_congenital,_with_uniform_type_1_fiber,_117000_(3),_Autosomal_recessive,_Autosomal_dominant
RYR1	ENSG00000196218	180901	RYR1,_MHS,_CCO	Ryanodine_receptor-1,_skeletal	Central_core_disease,_117000_(3),_Autosomal_recessive,_Autosomal_dominant,_King-Denborough_syndrome,_145600_(3),_Autosomal_dominant,_{Malignant_hyperthermia_susceptibility_1},_145600_(3),_Autosomal_dominant,_Minicore_myopathy_with_external_ophthalmoplegia,_255320_(3),_Autosomal_recessive,_Neuromuscular_disease,_congenital,_with_uniform_type_1_fiber,_117000_(3),_Autosomal_recessive,_Autosomal_dominant
RYR2	6262	180902	RYR2,_VTSIP,_ARVD2,_ARVC2	Ryanodine_receptor-2_(cardiac)	Arrhythmogenic_right_ventricular_dysplasia_2,_600996_(3),_Autosomal_dominant,_Ventricular_tachycardia,_catecholaminergic_polymorphic,_1,_604772_(3),_Autosomal_dominant
RYR2	ENSG00000198626	180902	RYR2,_VTSIP,_ARVD2,_ARVC2	Ryanodine_receptor-2_(cardiac)	Arrhythmogenic_right_ventricular_dysplasia_2,_600996_(3),_Autosomal_dominant,_Ventricular_tachycardia,_catecholaminergic_polymorphic,_1,_604772_(3),_Autosomal_dominant
RYR3	6263	180903	RYR3	Ryanodine_receptor-3	
RYR3	ENSG00000198838	180903	RYR3	Ryanodine_receptor-3	
S100A1	6271	176940	S100A1	S100_protein,_alpha_polypeptide	
S100A1	ENSG00000160678	176940	S100A1	S100_protein,_alpha_polypeptide	
S100A10	6281	114085	S100A10,_CAL1L	S100_calcium-binding_protein_A10_(annexin_II_ligand,_calpactin_I,_light_polypeptide_(p11))	
S100A10	ENSG00000197747	114085	S100A10,_CAL1L	S100_calcium-binding_protein_A10_(annexin_II_ligand,_calpactin_I,_light_polypeptide_(p11))	
S100A11	6282	603114	S100A11	S100_calcium-binding_protein_A11	
S100A11	ENSG00000163191	603114	S100A11	S100_calcium-binding_protein_A11	
S100A12	6283	603112	S100A12,_CAAF1,_CGRP	S100_calcium-binding_protein_A12	
S100A12	ENSG00000163221	603112	S100A12,_CAAF1,_CGRP	S100_calcium-binding_protein_A12	
S100A13	6284	601989	S100A13	S100_calcium-binding_protein_A13	
S100A13	ENSG00000189171	601989	S100A13	S100_calcium-binding_protein_A13	
S100A14	57402	607986	S100A14,_BCMP84	S100_Calcium-binding_protein_A14	
S100A14	ENSG00000189334	607986	S100A14,_BCMP84	S100_Calcium-binding_protein_A14	
S100A16	140576	617437	S100A16,_AAG13	S100_calcium-binding_protein_A16	
S100A16	ENSG00000188643	617437	S100A16,_AAG13	S100_calcium-binding_protein_A16	
S100A2	6273	176993	S100A2,_S100L	S100_calcium-binding_protein_A2	
S100A2	ENSG00000196754	176993	S100A2,_S100L	S100_calcium-binding_protein_A2	
S100A3	6274	176992	S100A3,_S100E	S100_calcium-binding_protein_A3	
S100A3	ENSG00000188015	176992	S100A3,_S100E	S100_calcium-binding_protein_A3	
S100A4	6275	114210	S100A4,_CAPL	S100_calcium-binding_protein_A4_(calcium_protein,_calvasculin,_metastasin,_murine_placental_homolog)	
S100A4	ENSG00000196154	114210	S100A4,_CAPL	S100_calcium-binding_protein_A4_(calcium_protein,_calvasculin,_metastasin,_murine_placental_homolog)	
S100A5	6276	176991	S100A5,_S100D	S100_calcium-binding_protein_A5	
S100A5	ENSG00000196420	176991	S100A5,_S100D	S100_calcium-binding_protein_A5	
S100A6	6277	114110	S100A6,_CACY	S100_calcium-binding_protein_A6_(calcyclin)	
S100A6	ENSG00000197956	114110	S100A6,_CACY	S100_calcium-binding_protein_A6_(calcyclin)	
S100A7	6278	600353	S100A7	S100_calcium-binding_protein_A7	
S100A7	ENSG00000143556	600353	S100A7	S100_calcium-binding_protein_A7	
S100A7A	338324	617427	S100A7A,_S100A15,_NICE2	S100_calcium-binding_protein_A7A	
S100A7A	ENSG00000184330	617427	S100A7A,_S100A15,_NICE2	S100_calcium-binding_protein_A7A	
S100A8	6279	123885	S100A8,_CAGA,_CFAG	S100_calcium-binding_protein_A8_(calgranulin_A)	
S100A8	ENSG00000143546	123885	S100A8,_CAGA,_CFAG	S100_calcium-binding_protein_A8_(calgranulin_A)	
S100A9	6280	123886	S100A9,_CAGB,_CFAG	S100_calcium-binding_protein_A9_(calgranulin_B)	
S100A9	ENSG00000163220	123886	S100A9,_CAGB,_CFAG	S100_calcium-binding_protein_A9_(calgranulin_B)	
S100B	6285	176990	S100B	S100_calcium-binding_protein,_beta_(neural)	
S100B	ENSG00000160307	176990	S100B	S100_calcium-binding_protein,_beta_(neural)	
S100G	795	302020	CALB3,_CABP9K	Calbindin_3_(vitamin_D-dependent_calcium-binding_protein)	
S100G	ENSG00000169906	302020	CALB3,_CABP9K	Calbindin_3_(vitamin_D-dependent_calcium-binding_protein)	
S100P	6286	600614	S100P	S100_calcium-binding_protein_P	
S100P	ENSG00000163993	600614	S100P	S100_calcium-binding_protein_P	
S100PBP	64766	611889	S100PBP,_S100PBPR	S100P-binding_protein	
S100PBP	ENSG00000116497	611889	S100PBP,_S100PBPR	S100P-binding_protein	
S100Z	170591	610103	S100Z	S100_calcium-binding_protein,_zeta	
S100Z	ENSG00000171643	610103	S100Z	S100_calcium-binding_protein,_zeta	
S1PR1	1901	601974	S1PR1,_EDG1,_S1P1	Sphingosine-1-phosphate_receptor_1	
S1PR1	ENSG00000170989	601974	S1PR1,_EDG1,_S1P1	Sphingosine-1-phosphate_receptor_1	
S1PR2	9294	605111	S1PR2,_EDG5,_DFNB68	Sphingosine-1-phosphate_receptor_2	Deafness,_autosomal_recessive_68,_610419_(3),_Autosomal_recessive
S1PR2	ENSG00000267534	605111	S1PR2,_EDG5,_DFNB68	Sphingosine-1-phosphate_receptor_2	Deafness,_autosomal_recessive_68,_610419_(3),_Autosomal_recessive
S1PR3	1903	601965	S1PR3,_EDG3	Sphingosine-1-phosphate_receptor_3	
S1PR3	ENSG00000213694	601965	S1PR3,_EDG3	Sphingosine-1-phosphate_receptor_3	
S1PR4	8698	603751	S1PR4,_EDG6,_S1P4	Sphingosine-1-phosphate_receptor_4	
S1PR4	ENSG00000125910	603751	S1PR4,_EDG6,_S1P4	Sphingosine-1-phosphate_receptor_4	
S1PR5	53637	605146	S1PR5,_EDG8	Sphingosine-1-phosphate_receptor_5	
S1PR5	ENSG00000180739	605146	S1PR5,_EDG8	Sphingosine-1-phosphate_receptor_5	
SAA1	6288	104750	SAA1	Serum_amyloid_A1	
SAA1	ENSG00000173432	104750	SAA1	Serum_amyloid_A1	
SAA2	6289	104751	SAA2	Serum_amyloid_A2	
SAA2	ENSG00000134339	104751	SAA2	Serum_amyloid_A2	
SAA4	6291	104752	SAA4	Serum_amyloid_A4,_constitutive	
SAA4	ENSG00000148965	104752	SAA4	Serum_amyloid_A4,_constitutive	
SACM1L	22908	606569	SACM1L,_SAC1,_KIAA0851	SAC1_suppressor_of_actin_mutations_1-like	
SACM1L	ENSG00000211456	606569	SACM1L,_SAC1,_KIAA0851	SAC1_suppressor_of_actin_mutations_1-like	
SACS	26278	604490	SACS,_ARSACS	Sacsin	Spastic_ataxia,_Charlevoix-Saguenay_type,_270550_(3),_Autosomal_recessive
SACS	ENSG00000151835	604490	SACS,_ARSACS	Sacsin	Spastic_ataxia,_Charlevoix-Saguenay_type,_270550_(3),_Autosomal_recessive
SAE1	10055	613294	SAE1,_SUA1,_AOS1	SUMO1-activating_enzyme,_subunit_1	
SAE1	ENSG00000142230	613294	SAE1,_SUA1,_AOS1	SUMO1-activating_enzyme,_subunit_1	
SAFB	6294	602895	SAFB,_HET	Scaffold_attachment_factor_B	
SAFB	ENSG00000160633	602895	SAFB,_HET	Scaffold_attachment_factor_B	
SAFB2	9667	608066	SAFB2,_KIAA0138	Scaffold_attachment_factor_B2	
SAFB2	ENSG00000130254	608066	SAFB2,_KIAA0138	Scaffold_attachment_factor_B2	
SAG	6295	181031	SAG,_RP47	S-antigen,_retina_and_pineal_gland_(arrestin)	Oguchi_disease-1,_258100_(3),_Autosomal_recessive,_Retinitis_pigmentosa_47,_613758_(3)
SAG	ENSG00000130561	181031	SAG,_RP47	S-antigen,_retina_and_pineal_gland_(arrestin)	Oguchi_disease-1,_258100_(3),_Autosomal_recessive,_Retinitis_pigmentosa_47,_613758_(3)
SAGE1	55511	300359	SAGE	Sarcoma_antigen	
SAGE1	ENSG00000181433	300359	SAGE	Sarcoma_antigen	
SALL1	6299	602218	SALL1,_HSAL1,_TBS	Sal-like_1	Townes-Brocks_branchiootorenal-like_syndrome,_107480_(3),_Autosomal_dominant,_Townes-Brocks_syndrome_1,_107480_(3),_Autosomal_dominant
SALL1	ENSG00000103449	602218	SALL1,_HSAL1,_TBS	Sal-like_1	Townes-Brocks_branchiootorenal-like_syndrome,_107480_(3),_Autosomal_dominant,_Townes-Brocks_syndrome_1,_107480_(3),_Autosomal_dominant
SALL2	6297	602219	SALL2,_HSAL2,_COLB	Sal-like_2	?Coloboma,_ocular,_autosomal_recessive,_216820_(3),_Autosomal_recessive
SALL2	ENSG00000165821	602219	SALL2,_HSAL2,_COLB	Sal-like_2	?Coloboma,_ocular,_autosomal_recessive,_216820_(3),_Autosomal_recessive
SALL3	27164	605079	SALL3	Sal-like_3	
SALL3	ENSG00000256463	605079	SALL3	Sal-like_3	
SALL4	57167	607343	SALL4,_HSAL4	sal-like_4	Duane-radial_ray_syndrome,_607323_(3),_Autosomal_dominant,_IVIC_syndrome,_147750_(3),_Autosomal_dominant
SALL4	ENSG00000101115	607343	SALL4,_HSAL4	sal-like_4	Duane-radial_ray_syndrome,_607323_(3),_Autosomal_dominant,_IVIC_syndrome,_147750_(3),_Autosomal_dominant
SAMD11	148398	616765	SAMD11,_MRS	Sterile_alpha_motif_domain-containing_protein_11	
SAMD11	ENSG00000187634	616765	SAMD11,_MRS	Sterile_alpha_motif_domain-containing_protein_11	
SAMD12	401474	618073	SAMD12	Sterile_alpha_motif_domain_containing_12	Epilepsy,_familial_adult_myoclonic,_1,_601068_(3),_Autosomal_dominant
SAMD12	ENSG00000177570	618073	SAMD12	Sterile_alpha_motif_domain_containing_12	Epilepsy,_familial_adult_myoclonic,_1,_601068_(3),_Autosomal_dominant
SAMD4A	23034	610747	SAMD4A,_SMAUG1,_KIAA1053	Sterile_alpha_motif_domain-containing_4A	
SAMD4A	ENSG00000020577	610747	SAMD4A,_SMAUG1,_KIAA1053	Sterile_alpha_motif_domain-containing_4A	
SAMD8	142891	611575	SAMD8,_SMSR	Sterile_alpha_motif_domain-containing_8	
SAMD8	ENSG00000156671	611575	SAMD8,_SMSR	Sterile_alpha_motif_domain-containing_8	
SAMD9	54809	610456	SAMD9,_NFTC,_MIRAGE	Sterile_alpha_motif_domain-containing_protein_9	MIRAGE_syndrome,_617053_(3),_Autosomal_dominant,_Tumoral_calcinosis,_familial,_normophosphatemic,_610455_(3),_Autosomal_recessive
SAMD9	ENSG00000205413	610456	SAMD9,_NFTC,_MIRAGE	Sterile_alpha_motif_domain-containing_protein_9	MIRAGE_syndrome,_617053_(3),_Autosomal_dominant,_Tumoral_calcinosis,_familial,_normophosphatemic,_610455_(3),_Autosomal_recessive
SAMD9L	219285	611170	SAMD9L,_ATXPC	Sterile_alpha_motif_domain-containing_9-like	Ataxia-pancytopenia_syndrome,_159550_(3),_Autosomal_dominant
